gene	condition	timepoint	log2FC	mean_control	mean_treated	t_stat	p_value	p_adj	regulation	neg_log10_padj
PROT1269	Drug_EC50	8h	-2.9624284108479806	28.933151245117188	25.970722834269207	-0.8540284023090239	0.48296857299787405	0.794482361155171	NS	0.09991574041760003
PROT1270	Drug_EC50	8h	0.07692527770996094	19.771114349365234	19.848039627075195	0.32227872944427377	0.7660133185824892	0.9432346948550868	NS	0.025380233032779344
PROT1271	Drug_EC50	8h	-0.2991924285888672	23.00088373819987	22.701691309611004	-0.4611840667834101	0.6826993331967064	0.8929357649077656	NS	0.049179781816368194
PROT1272	Drug_EC50	8h	-0.1422100067138672	23.08807627360026	22.945866266886394	-1.2538771433554696	0.2876473716933517	0.794482361155171	NS	0.09991574041760003
PROT1273	Drug_EC50	8h	0.029932022094726562	24.661422729492188	24.691354751586914	0.13507830040804908	0.8992144537023592	0.9954887248933196	NS	0.001963654515873152
PROT1274	Drug_EC50	8h	-1.765544255574543	24.82364781697591	23.058103561401367	-0.9196207711446276	0.45471791276358264	0.794482361155171	NS	0.09991574041760003
PROT1275	Drug_EC50	8h	0.16739145914713305	33.79675420125326	33.96414566040039	0.5462742326298843	0.6152863586672571	0.8475018714425029	NS	0.07185933412044974
PROT1276	Drug_EC50	8h	1.3300762176513672	20.17723210652669	21.50730832417806	1.4368119222577564	0.2860271602336225	0.794482361155171	NS	0.09991574041760003
PROT1277	Drug_EC50	8h	-1.687184015909832	25.724746704101562	24.03756268819173	-0.8680782974876502	0.4761959609665267	0.794482361155171	NS	0.09991574041760003
PROT1278	Drug_EC50	8h	0.3430182139078788	26.42188008626302	26.7648983001709	5.603961295191525	0.007191816902897344	0.794482361155171	NS	0.09991574041760003
PROT1279	Drug_EC50	8h	-2.6210174560546875	25.048566182454426	22.42754872639974	-1.012220624094169	0.4171529682040912	0.794482361155171	NS	0.09991574041760003
PROT1280	Drug_EC50	8h	-4.177560806274414	25.209391276041668	21.031830469767254	-1.8999303908566185	0.19678359423857092	0.794482361155171	NS	0.09991574041760003
PROT1281	Drug_EC50	8h	-1.1471633911132812	22.005499521891277	20.858336130777996	-1.4964901654178917	0.26851417361276914	0.794482361155171	NS	0.09991574041760003
PROT1282	Drug_EC50	8h	2.4726829528808594	21.515940984090168	23.988623936971027	1.0560996948600765	0.3613367580153319	0.794482361155171	NS	0.09991574041760003
PROT1283	Drug_EC50	8h	0.047397613525390625	26.469080607096355	26.516478220621746	0.18715319344527076	0.8653075864963578	0.9862944712601331	NS	0.005993401336435215
PROT1284	Drug_EC50	8h	-1.9666678110758475	26.06429672241211	24.097628911336262	-0.9324508454654762	0.4492070142590314	0.794482361155171	NS	0.09991574041760003
PROT1285	Drug_EC50	8h	0.007212956746418087	26.81142807006836	26.818641026814777	0.06971706308470069	0.9479713175109967	0.9988190655485171	NS	0.0005131763892825305
PROT1286	Drug_EC50	8h	9.343240737915039	20.04263432820638	29.385875066121418	14.476755432701992	0.00341530778002192	0.794482361155171	NS	0.09991574041760003
PROT1287	Drug_EC50	8h	0.8484522501627616	24.57292938232422	25.42138163248698	0.2052371483339378	0.848086407193038	0.983258381684362	NS	0.007332342804050911
PROT1288	Drug_EC50	8h	-0.021807988484699337	25.36272430419922	25.34091631571452	-0.08170711531785403	0.9395216143980754	0.9988190655485171	NS	0.0005131763892825305
PROT1289	Drug_EC50	8h	0.710814158121746	20.77813657124837	21.488950729370117	1.1281340876245096	0.3709902813381423	0.794482361155171	NS	0.09991574041760003
PROT1290	Drug_EC50	8h	0.14641952514648438	23.000829060872395	23.14724858601888	1.1712683716823145	0.31192863610118937	0.794482361155171	NS	0.09991574041760003
PROT1291	Drug_EC50	8h	-0.9238319396972656	24.475587209065754	23.55175526936849	-1.0197959339486626	0.4065080785078829	0.794482361155171	NS	0.09991574041760003
PROT1292	Drug_EC50	8h	4.200901667277019	21.751014709472656	25.951916376749676	1.9438933472474977	0.1910587819795384	0.794482361155171	NS	0.09991574041760003
PROT1293	Drug_EC50	8h	1.5336659749348982	22.236077626546223	23.76974360148112	1.0595007563569308	0.3973890599708993	0.794482361155171	NS	0.09991574041760003
PROT1294	Drug_EC50	8h	-0.13030433654785156	22.338302612304688	22.207998275756836	-0.9232369223086303	0.44582363052123786	0.794482361155171	NS	0.09991574041760003
PROT1295	Drug_EC50	8h	-0.12001991271972656	21.219690322875977	21.09967041015625	-0.17151048656061457	0.8733206469742069	0.9884783780126846	NS	0.005032826008862258
PROT1296	Drug_EC50	8h	-0.21103668212890625	20.306573232014973	20.095536549886067	-0.8130819124079276	0.4826537482936888	0.794482361155171	NS	0.09991574041760003
PROT1297	Drug_EC50	8h	1.4814586639404297	22.77301851908366	24.25447718302409	0.9974851871538566	0.41794233157252575	0.794482361155171	NS	0.09991574041760003
PROT1298	Drug_EC50	8h	0.16815567016601562	20.476891835530598	20.645047505696613	0.6418366428735252	0.5717486247288648	0.821649957782465	NS	0.08531316272912082
PROT1299	Drug_EC50	8h	0.325834910074871	21.869740804036457	22.195575714111328	1.5278234845510783	0.21493040299583724	0.794482361155171	NS	0.09991574041760003
PROT1300	Drug_EC50	8h	-0.4236609141031913	23.380462646484375	22.956801732381184	-0.4077868526235109	0.7085045692227524	0.9103817143883743	NS	0.04077647394986105
PROT1301	Drug_EC50	8h	0.29126675923665246	19.618356704711914	19.909623463948567	0.3800876181929179	0.7239171300309875	0.9189081418576565	NS	0.03672790045092492
PROT1302	Drug_EC50	8h	-2.1948763529459647	26.010531107584637	23.815654754638672	-0.9141575228635398	0.45667249804598287	0.794482361155171	NS	0.09991574041760003
PROT1303	Drug_EC50	8h	0.2697455088297538	27.100231170654297	27.36997667948405	0.7213757730530275	0.5321754932882576	0.8036255347922916	NS	0.09494627221845817
PROT1304	Drug_EC50	8h	-0.9514776865641252	23.531258900960285	22.57978121439616	-1.3255754763869725	0.3158811247526996	0.794482361155171	NS	0.09991574041760003
PROT1305	Drug_EC50	8h	-2.285826365152996	22.779834747314453	20.494008382161457	-1.1539674024976796	0.3228854309747258	0.794482361155171	NS	0.09991574041760003
PROT1306	Drug_EC50	8h	2.306172053019207	24.479957580566406	26.786129633585613	0.9645091611066725	0.43458958597921443	0.794482361155171	NS	0.09991574041760003
PROT1307	Drug_EC50	8h	0.19022305806478101	22.771710713704426	22.961933771769207	0.7803458038714537	0.515138504693925	0.8000919706760726	NS	0.09686008793138427
PROT1308	Drug_EC50	8h	-0.11253229777017992	22.61932881673177	22.50679651896159	-0.7991587132331356	0.5025776609772223	0.7990978747854248	NS	0.09740002434559508
PROT1309	Drug_EC50	8h	2.6345113118489607	22.83488400777181	25.46939531962077	0.5703085708198956	0.5990504908391424	0.835988202890373	NS	0.07779985109658528
PROT1310	Drug_EC50	8h	2.8120848337809257	24.890033721923828	27.702118555704754	1.0541272551266334	0.40205511165791885	0.794482361155171	NS	0.09991574041760003
PROT1311	Drug_EC50	8h	2.5889892578125	24.301018397013348	26.890007654825848	1.1390481905942296	0.3727110512892998	0.794482361155171	NS	0.09991574041760003
PROT1312	Drug_EC50	8h	5.012686411539715	22.783273696899414	27.79596010843913	2.086060203182438	0.17204499314285773	0.794482361155171	NS	0.09991574041760003
PROT1313	Drug_EC50	8h	0.23200098673502367	18.92528788248698	19.157288869222004	0.6566455084495639	0.5785137244658292	0.8264481778083274	NS	0.08278437354744934
PROT1314	Drug_EC50	8h	-0.2985445658365862	29.14006169637044	28.841517130533855	-1.5762100340111473	0.21386094897399055	0.794482361155171	NS	0.09991574041760003
PROT1315	Drug_EC50	8h	-0.05954297383626539	26.355024973551433	26.295481999715168	-0.2613155000706071	0.807122588714182	0.9678872124049681	NS	0.0141752479437006
PROT1316	Drug_EC50	8h	0.2625465393066406	27.989580790201824	28.252127329508465	1.2121469271218508	0.3347111385405098	0.794482361155171	NS	0.09991574041760003
PROT1317	Drug_EC50	8h	-2.4411786397298165	26.167850494384766	23.72667185465495	-0.9744718332519811	0.4323722493453772	0.794482361155171	NS	0.09991574041760003
PROT1318	Drug_EC50	8h	-0.06243387858073035	25.229212443033855	25.166778564453125	-0.4558321444601103	0.6896485938699682	0.8965207590119835	NS	0.04743964986088839
PROT1319	Drug_EC50	8h	0.07433891296386719	24.25048573811849	24.324824651082356	0.22413437232173603	0.8337619938307197	0.9743055726914632	NS	0.011304813428598001
PROT1320	Drug_EC50	8h	-0.3621788024902344	23.972382227579754	23.61020342508952	-0.10325379649896439	0.9227466066802958	0.9988190655485171	NS	0.0005131763892825305
PROT1321	Drug_EC50	8h	-1.6102066040039062	24.29533513387044	22.685128529866535	-0.9411271174784687	0.44580731690435116	0.794482361155171	NS	0.09991574041760003
PROT1322	Drug_EC50	8h	2.5747623443603516	24.96541404724121	27.540176391601562	0.9511058036389506	0.44129630413514676	0.794482361155171	NS	0.09991574041760003
PROT1323	Drug_EC50	8h	-0.020556131998695548	20.307938893636067	20.28738276163737	-0.08779937124069852	0.9363188087801538	0.9988190655485171	NS	0.0005131763892825305
PROT1324	Drug_EC50	8h	-1.2436784108479841	23.357466379801433	22.11378796895345	-0.8479252898454935	0.4829261925378376	0.794482361155171	NS	0.09991574041760003
PROT1325	Drug_EC50	8h	3.4951693216959647	27.682981491088867	31.178150812784832	0.9511348545166459	0.4418078841681402	0.794482361155171	NS	0.09991574041760003
PROT1326	Drug_EC50	8h	-0.8107821146647147	23.256148020426433	22.44536590576172	-0.7748460350524968	0.5183175092932557	0.8000919706760726	NS	0.09686008793138427
PROT1327	Drug_EC50	8h	-0.11990547180175781	24.404637654622395	24.284732182820637	-0.7673779206668868	0.5214976028538	0.8007640734799232	NS	0.09649541984370753
PROT1328	Drug_EC50	8h	1.0636615753173828	21.331499735514324	22.395161310831707	0.9389852972181959	0.44394050010675207	0.794482361155171	NS	0.09991574041760003
PROT1329	Drug_EC50	8h	-2.867331822713215	25.916886647542317	23.0495548248291	-0.8789319375915656	0.47169957866009216	0.794482361155171	NS	0.09991574041760003
PROT1330	Drug_EC50	8h	-0.19803237915039062	22.897703806559246	22.699671427408855	-1.1382287643222344	0.3281314935022865	0.794482361155171	NS	0.09991574041760003
PROT1331	Drug_EC50	8h	1.7955271402994804	22.536502202351887	24.332029342651367	1.1719222621691305	0.3575125048560716	0.794482361155171	NS	0.09991574041760003
PROT1332	Drug_EC50	8h	5.308600107828774	22.45558039347331	27.764180501302082	2.1426696971960726	0.16535450805076538	0.794482361155171	NS	0.09991574041760003
PROT1333	Drug_EC50	8h	1.9518299102783203	21.18023935953776	23.132069269816082	1.3899691518155894	0.2966195972584988	0.794482361155171	NS	0.09991574041760003
PROT1334	Drug_EC50	8h	-0.26024436950683594	27.282731374104817	27.02248700459798	-1.2933251532926509	0.28420160321590476	0.794482361155171	NS	0.09991574041760003
PROT1335	Drug_EC50	8h	-2.864436467488609	27.664374033610027	24.799937566121418	-1.0755223051514797	0.394567297245548	0.794482361155171	NS	0.09991574041760003
PROT1336	Drug_EC50	8h	0.2961260477701835	28.07196807861328	28.368094126383465	1.3464073499850384	0.2520854604008983	0.794482361155171	NS	0.09991574041760003
PROT1337	Drug_EC50	8h	3.897165298461914	21.381728490193684	25.278893788655598	1.9258513963982764	0.19377702592815416	0.794482361155171	NS	0.09991574041760003
PROT1338	Drug_EC50	8h	4.9356454213460275	30.087429682413738	35.023075103759766	1.0335557106707136	0.40960016951932043	0.794482361155171	NS	0.09991574041760003
PROT1339	Drug_EC50	8h	0.09160550435383996	25.538260142008465	25.629865646362305	0.02599176679464183	0.9805103584218277	0.9988190655485171	NS	0.0005131763892825305
PROT1340	Drug_EC50	8h	2.0694211324055978	23.826433817545574	25.895854949951172	0.7979416981818722	0.5078153336250094	0.7993944645808885	NS	0.09723886334423819
PROT1341	Drug_EC50	8h	0.3148504892985038	21.463799794514973	21.778650283813477	0.2585836153252549	0.8112145956939845	0.9678872124049681	NS	0.0141752479437006
PROT1342	Drug_EC50	8h	1.2318414052327498	23.360873540242512	24.59271494547526	0.7594737977754337	0.5267123579808275	0.8032815460644968	NS	0.09513221004943787
PROT1343	Drug_EC50	8h	3.254027684529621	26.136322021484375	29.390349706013996	0.9791697910890856	0.4307117644911769	0.794482361155171	NS	0.09991574041760003
PROT1344	Drug_EC50	8h	3.3508739471435547	26.888859430948894	30.23973337809245	1.0042188739128812	0.42097236278279093	0.794482361155171	NS	0.09991574041760003
PROT1345	Drug_EC50	8h	-4.231597900390625	29.64826838175456	25.416670481363933	-1.049424725573678	0.4040233170127181	0.794482361155171	NS	0.09991574041760003
PROT1346	Drug_EC50	8h	0.0824635823567732	27.32306416829427	27.405527750651043	2.7439462675449238	0.06032819243420319	0.794482361155171	NS	0.09991574041760003
PROT1347	Drug_EC50	8h	0.3735307057698556	20.560714721679688	20.934245427449543	1.027898925028849	0.3646734856604551	0.794482361155171	NS	0.09991574041760003
PROT1348	Drug_EC50	8h	2.73631159464518	23.76011339823405	26.49642499287923	1.0963788320857908	0.38706329770779674	0.794482361155171	NS	0.09991574041760003
PROT1349	Drug_EC50	8h	-0.3902365366617815	21.398663838704426	21.008427302042644	-1.9522526980741168	0.14604938027893824	0.794482361155171	NS	0.09991574041760003
PROT1350	Drug_EC50	8h	0.3766937255859375	20.102330525716145	20.479024251302082	0.6170674387209945	0.5920044899180554	0.8320460503019382	NS	0.07985263664368736
PROT1351	Drug_EC50	8h	2.479829788208008	23.234216054280598	25.714045842488606	0.9266811506183112	0.45154840215238085	0.794482361155171	NS	0.09991574041760003
PROT1352	Drug_EC50	8h	-2.2517852783203125	26.61522674560547	24.363441467285156	-0.9889882914259989	0.4268633865666654	0.794482361155171	NS	0.09991574041760003
PROT1353	Drug_EC50	8h	-2.5500437418619804	27.894996643066406	25.344952901204426	-0.9656507747866916	0.4340460522229138	0.794482361155171	NS	0.09991574041760003
PROT1354	Drug_EC50	8h	2.362765630086262	23.973798751831055	26.336564381917317	0.9807756928578756	0.42944008315615273	0.794482361155171	NS	0.09991574041760003
PROT1355	Drug_EC50	8h	0.148956298828125	23.95739809672038	24.106354395548504	0.04415402699640962	0.9669047110956659	0.9988190655485171	NS	0.0005131763892825305
PROT1356	Drug_EC50	8h	-0.3154303232828788	22.227244059244793	21.911813735961914	-0.8909346695171966	0.4347409525458495	0.794482361155171	NS	0.09991574041760003
PROT1357	Drug_EC50	8h	-1.2137584686279297	24.560184478759766	23.346426010131836	-0.8794518713213763	0.46907853588264864	0.794482361155171	NS	0.09991574041760003
PROT1358	Drug_EC50	8h	-0.22857983907063684	20.582691192626953	20.354111353556316	-0.4812068253868748	0.6623882566452512	0.8814904687103711	NS	0.05478237923405243
PROT1359	Drug_EC50	8h	0.42653465270996094	19.516550064086914	19.943084716796875	0.4794544525597636	0.6571131716495638	0.879081166086373	NS	0.05597102440739599
PROT1360	Drug_EC50	8h	2.6122277577718123	24.634965260823567	27.24719301859538	0.9424308479829401	0.4445634498920833	0.794482361155171	NS	0.09991574041760003
PROT1361	Drug_EC50	8h	1.2829901377360038	21.713777542114258	22.99676767985026	1.1531069653879518	0.3651552283318002	0.794482361155171	NS	0.09991574041760003
PROT1362	Drug_EC50	8h	-0.11203193664550781	27.748639424641926	27.636607487996418	-1.367268012087799	0.2438808415072104	0.794482361155171	NS	0.09991574041760003
PROT1363	Drug_EC50	8h	2.8539505004882812	25.554059346516926	28.408009847005207	0.9930936239197776	0.4252727710356149	0.794482361155171	NS	0.09991574041760003
PROT1364	Drug_EC50	8h	-0.07274564107258996	23.19491958618164	23.12217394510905	-0.6275952632659109	0.5662735195431655	0.8189060297081209	NS	0.08676593110975905
PROT1365	Drug_EC50	8h	0.025475819905597774	26.927104949951172	26.95258076985677	0.12414038047843699	0.909010714302401	0.9986385216175786	NS	0.0005916854236320127
PROT1366	Drug_EC50	8h	-1.9817778269449882	22.881752014160156	20.899974187215168	-1.452920309282792	0.28136367820801567	0.794482361155171	NS	0.09991574041760003
PROT1367	Drug_EC50	8h	0.5863297780354806	19.439037322998047	20.025367101033527	0.8603462470448742	0.47189361535463253	0.794482361155171	NS	0.09991574041760003
PROT1368	Drug_EC50	8h	-0.2304051717122384	23.874043782552082	23.643638610839844	-0.10535441532405859	0.921424628465542	0.9988190655485171	NS	0.0005131763892825305
PROT1369	Drug_EC50	8h	1.095926284790039	22.501860936482746	23.597787221272785	1.2590780844846887	0.33309940543889976	0.794482361155171	NS	0.09991574041760003
PROT1370	Drug_EC50	8h	-0.4851538340250663	22.74769465128581	22.262540817260742	-0.27443588331896807	0.8000227526653239	0.9638828345365348	NS	0.01597575386352481
PROT1371	Drug_EC50	8h	-0.13416099548339844	27.156312306722004	27.022151311238606	-0.025484901007750065	0.9808907641797516	0.9988190655485171	NS	0.0005131763892825305
PROT1372	Drug_EC50	8h	-0.5844237009684257	20.46187464396159	19.877450942993164	-0.8383005417879783	0.4839152916765421	0.794482361155171	NS	0.09991574041760003
PROT1373	Drug_EC50	8h	-0.17104593912760535	23.668787002563477	23.49774106343587	-0.04937662492829983	0.9630699217495982	0.9988190655485171	NS	0.0005131763892825305
PROT1374	Drug_EC50	8h	-0.7395928700764962	22.137619018554688	21.39802614847819	-0.9837182293365236	0.4283011948770866	0.794482361155171	NS	0.09991574041760003
PROT1375	Drug_EC50	8h	0.019909540812175663	27.63188298543294	27.651792526245117	0.4697183311920035	0.6786149680063186	0.8905708241552738	NS	0.05033153682204489
PROT1376	Drug_EC50	8h	0.1628131866455078	25.819562276204426	25.982375462849934	0.7170815777275751	0.5194841519633199	0.8000919706760726	NS	0.09686008793138427
PROT1377	Drug_EC50	8h	1.902189890543621	19.454488118489582	21.356678009033203	0.8088373228254073	0.494904214003355	0.7956563136813948	NS	0.09927448666426145
PROT1378	Drug_EC50	8h	-2.5868097941080705	22.368947347005207	19.782137552897137	-1.915205340980555	0.19532226098309152	0.794482361155171	NS	0.09991574041760003
PROT1379	Drug_EC50	8h	0.33486239115397254	22.676961263020832	23.011823654174805	1.016792123412016	0.38955587088841376	0.794482361155171	NS	0.09991574041760003
